@relation BasicAgentAAtraining-data

@attribute ghostVector1x NUMERIC
@attribute ghostVector1y NUMERIC
@attribute ghostVector2x NUMERIC
@attribute ghostVector2y NUMERIC
@attribute ghostVector3x NUMERIC
@attribute ghostVector3y NUMERIC
@attribute ghostVector4x NUMERIC
@attribute ghostVector4y NUMERIC
@attribute aliveGhost{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score NUMERIC
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute isGhostNorth {True, False}
@attribute isGhostSouth {True, False}
@attribute isGhostEast  {True, False}
@attribute isGhostWest  {True, False}
@attribute isFoodNorth  {True, False}
@attribute isFoodSouth  {True, False}
@attribute isFoodEast   {True, False}
@attribute isFoodWest   {True, False}
@attribute action{Stop,South,North,West,East}
@attribute nextScore NUMERIC

@data
-8,0,99999,99999,99999,99999,99999,99999,111,648,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,647
-6,0,99999,99999,99999,99999,99999,99999,111,647,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,646
-5,-1,99999,99999,99999,99999,99999,99999,111,646,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,645
-5,-1,99999,99999,99999,99999,99999,99999,111,645,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,644
-4,0,99999,99999,99999,99999,99999,99999,111,644,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,643
-3,-1,99999,99999,99999,99999,99999,99999,111,643,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,642
-4,0,99999,99999,99999,99999,99999,99999,111,642,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,641
-3,-1,99999,99999,99999,99999,99999,99999,111,641,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,640
-2,0,99999,99999,99999,99999,99999,99999,111,640,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,639
-6,-2,0,1,8,2,9,-2,0,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,True,False,False,False,False,False,False,False,North,199
-7,-3,99999,99999,8,1,9,-3,100,199,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,198
-8,-3,99999,99999,6,1,8,-2,100,198,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,197
-10,-3,99999,99999,4,1,6,-2,100,197,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,196
-11,-3,99999,99999,2,1,5,-2,100,196,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,False,False,False,False,False,False,False,False,East,195
-13,-3,99999,99999,1,1,5,-2,100,195,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,194
-13,-4,99999,99999,1,0,4,-3,100,194,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,False,False,True,False,False,False,False,False,East,393
-14,-4,99999,99999,99999,99999,4,-3,110,393,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,392
-14,-4,99999,99999,99999,99999,2,-3,110,392,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,391
-15,-3,99999,99999,99999,99999,1,-2,110,391,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,390
-16,-3,99999,99999,99999,99999,-1,-2,110,390,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,389
-16,-2,99999,99999,99999,99999,0,-1,110,389,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,True,False,False,False,False,False,False,South,388
-16,-2,99999,99999,99999,99999,-1,0,110,388,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,True,False,False,False,False,West,387
-14,-2,99999,99999,99999,99999,0,1,110,387,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,True,False,False,False,False,False,False,False,North,586
-13,-3,99999,99999,99999,99999,99999,99999,111,586,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,585
-13,-3,99999,99999,99999,99999,99999,99999,111,585,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,584
-12,-2,99999,99999,99999,99999,99999,99999,111,584,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,583
-12,-1,99999,99999,99999,99999,99999,99999,111,583,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,582
-12,1,99999,99999,99999,99999,99999,99999,111,582,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,581
-10,1,99999,99999,99999,99999,99999,99999,111,581,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,580
-11,0,99999,99999,99999,99999,99999,99999,111,580,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,579
-10,1,99999,99999,99999,99999,99999,99999,111,579,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,578
-10,1,99999,99999,99999,99999,99999,99999,111,578,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,577
-10,0,99999,99999,99999,99999,99999,99999,111,577,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,576
-9,0,99999,99999,99999,99999,99999,99999,111,576,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,575
-8,-1,99999,99999,99999,99999,99999,99999,111,575,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,574
-8,0,99999,99999,99999,99999,99999,99999,111,574,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,573
-8,0,99999,99999,99999,99999,99999,99999,111,573,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,572
-7,-1,99999,99999,99999,99999,99999,99999,111,572,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,571
-6,0,99999,99999,99999,99999,99999,99999,111,571,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,570
-5,-1,99999,99999,99999,99999,99999,99999,111,570,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,569
-4,0,99999,99999,99999,99999,99999,99999,111,569,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,568
-3,0,99999,99999,99999,99999,99999,99999,111,568,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,567
-2,0,99999,99999,99999,99999,99999,99999,111,567,W,W,W,W,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,566
-1,1,99999,99999,99999,99999,99999,99999,111,566,E,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,565
-1,-1,99999,99999,99999,99999,99999,99999,111,565,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,564
-14,-8,-14,7,13,-8,13,7,0,0,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-1
-15,-8,-15,6,12,-7,12,7,0,-1,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-2
-16,-8,-15,6,11,-6,11,7,0,-2,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-3
-17,-8,-17,6,10,-6,9,7,0,-3,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-4
-17,-8,-18,7,9,-5,8,7,0,-4,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-5
-18,-8,-19,7,8,-6,6,7,0,-5,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,-6
-17,-9,-19,6,8,-6,6,6,0,-6,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,-7
-17,-9,-19,4,8,-8,6,5,0,-7,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-8
-18,-10,-20,3,7,-8,6,5,0,-8,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-9
-20,-10,-21,2,6,-9,6,5,0,-9,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-10
-22,-10,-21,2,5,-8,5,4,0,-10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-11
-23,-10,-22,2,4,-9,3,4,0,-11,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,-12
-22,-11,-21,1,3,-10,3,2,0,-12,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-13
-23,-11,-22,2,3,-10,3,2,0,-13,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,-14
-25,-11,-23,3,2,-10,1,2,0,-14,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,False,False,False,False,False,False,False,False,North,-15
-25,-12,-23,1,2,-12,1,2,0,-15,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,False,False,False,False,False,False,False,False,North,-16
-25,-13,-24,0,1,-13,0,1,0,-16,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,True,False,False,False,False,False,False,False,North,-17
-25,-14,-24,-1,1,-13,0,1,0,-17,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,True,False,False,False,False,False,False,False,North,-18
-25,-15,-24,-3,2,-14,1,0,0,-18,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,False,False,True,False,False,False,False,False,East,181
-25,-15,-26,-3,0,-14,99999,99999,1,181,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,180
-25,-14,-26,-2,1,-13,99999,99999,1,180,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,179
-26,-13,-27,-2,0,-13,99999,99999,1,179,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,178
-26,-13,-26,-1,0,-13,99999,99999,1,178,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,177
-27,-12,-26,1,-1,-12,99999,99999,1,177,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,West,176
-26,-12,-25,2,1,-12,99999,99999,1,176,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,South,175
-26,-10,-26,3,1,-10,99999,99999,1,175,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,174
-26,-10,-26,3,0,-11,99999,99999,1,174,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,173
-26,-8,-26,5,0,-9,99999,99999,1,173,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,172
-26,-8,-27,6,-1,-8,99999,99999,1,172,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,West,171
-25,-7,-25,6,1,-8,99999,99999,1,171,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,South,170
-25,-5,-26,7,1,-7,99999,99999,1,170,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,169
-26,-5,-27,7,0,-6,99999,99999,1,169,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,168
-26,-4,-27,7,0,-5,99999,99999,1,168,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,167
-25,-3,-27,7,0,-5,99999,99999,1,167,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,166
-24,-2,-27,7,0,-3,99999,99999,1,166,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,South,165
-24,0,-27,9,0,-1,99999,99999,1,165,E,E,E,W,W,E,E,G,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,True,False,False,False,False,False,False,South,364
-24,0,-26,10,99999,99999,99999,99999,11,364,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,West,363
-23,-1,-25,10,99999,99999,99999,99999,11,363,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,South,362
-23,0,-25,12,99999,99999,99999,99999,11,362,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,West,361
-21,0,-25,12,99999,99999,99999,99999,11,361,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,360
-20,1,-24,11,99999,99999,99999,99999,11,360,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,359
-20,-1,-24,9,99999,99999,99999,99999,11,359,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,358
-19,-2,-22,9,99999,99999,99999,99999,11,358,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,357
-19,0,-23,10,99999,99999,99999,99999,11,357,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,356
-18,0,-21,10,99999,99999,99999,99999,11,356,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,355
-17,1,-19,10,99999,99999,99999,99999,11,355,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,354
-17,1,-20,9,99999,99999,99999,99999,11,354,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,353
-16,0,-20,8,99999,99999,99999,99999,11,353,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,352
-16,0,-19,8,99999,99999,99999,99999,11,352,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,351
-15,0,-18,8,99999,99999,99999,99999,11,351,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,350
-14,-1,-17,8,99999,99999,99999,99999,11,350,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,349
-14,1,-17,8,99999,99999,99999,99999,11,349,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,348
-12,1,-16,7,99999,99999,99999,99999,11,348,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,347
-12,1,-16,7,99999,99999,99999,99999,11,347,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,346
-13,0,-16,5,99999,99999,99999,99999,11,346,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,345
-12,-1,-15,6,99999,99999,99999,99999,11,345,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,344
-12,-1,-16,7,99999,99999,99999,99999,11,344,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,343
-12,1,-16,8,99999,99999,99999,99999,11,343,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,342
-12,1,-15,9,99999,99999,99999,99999,11,342,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,341
-12,-1,-15,9,99999,99999,99999,99999,11,341,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,340
-10,-1,-13,9,99999,99999,99999,99999,11,340,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,339
-9,0,-13,10,99999,99999,99999,99999,11,339,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,338
-8,1,-13,10,99999,99999,99999,99999,11,338,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,337
-8,-1,-13,10,99999,99999,99999,99999,11,337,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,336
-6,-1,-12,9,99999,99999,99999,99999,11,336,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,335
-7,0,-11,10,99999,99999,99999,99999,11,335,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,334
-5,0,-9,10,99999,99999,99999,99999,11,334,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,333
-4,-1,-8,11,99999,99999,99999,99999,11,333,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,332
-4,0,-8,11,99999,99999,99999,99999,11,332,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,331
-3,0,-7,12,99999,99999,99999,99999,11,331,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,330
-2,1,-6,12,99999,99999,99999,99999,11,330,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,329
-2,0,-7,11,99999,99999,99999,99999,11,329,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,528
99999,99999,-5,11,99999,99999,99999,99999,1011,528,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,527
99999,99999,-6,10,99999,99999,99999,99999,1011,527,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,526
99999,99999,-7,9,99999,99999,99999,99999,1011,526,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,525
99999,99999,-7,8,99999,99999,99999,99999,1011,525,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,524
99999,99999,-6,7,99999,99999,99999,99999,1011,524,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,523
99999,99999,-6,6,99999,99999,99999,99999,1011,523,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,522
99999,99999,-7,5,99999,99999,99999,99999,1011,522,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,521
99999,99999,-6,4,99999,99999,99999,99999,1011,521,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,520
99999,99999,-6,2,99999,99999,99999,99999,1011,520,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,519
99999,99999,-7,1,99999,99999,99999,99999,1011,519,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,518
99999,99999,-7,1,99999,99999,99999,99999,1011,518,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,517
99999,99999,-6,0,99999,99999,99999,99999,1011,517,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,516
99999,99999,-5,-1,99999,99999,99999,99999,1011,516,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,South,515
99999,99999,-4,0,99999,99999,99999,99999,1011,515,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,West,514
99999,99999,-3,1,99999,99999,99999,99999,1011,514,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,513
99999,99999,-3,1,99999,99999,99999,99999,1011,513,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,512
99999,99999,-3,-1,99999,99999,99999,99999,1011,512,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,511
99999,99999,-2,-2,99999,99999,99999,99999,1011,511,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,510
99999,99999,-2,0,99999,99999,99999,99999,1011,510,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,509
