@relation BasicAgentAAtraining-data

@attribute ghostVector1x NUMERIC
@attribute ghostVector1y NUMERIC
@attribute ghostVector2x NUMERIC
@attribute ghostVector2y NUMERIC
@attribute ghostVector3x NUMERIC
@attribute ghostVector3y NUMERIC
@attribute ghostVector4x NUMERIC
@attribute ghostVector4y NUMERIC
@attribute aliveGhost{1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score NUMERIC
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute isGhostNorth {True, False}
@attribute isGhostSouth {True, False}
@attribute isGhostEast  {True, False}
@attribute isGhostWest  {True, False}
@attribute isFoodNorth  {True, False}
@attribute isFoodSouth  {True, False}
@attribute isFoodEast   {True, False}
@attribute isFoodWest   {True, False}
@attribute action{Stop,South,North,West,East}
@attribute nextScore NUMERIC

@data
3,3,3,3,3,3,3,3,1110,566,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,565
2,3,2,3,2,3,2,3,1110,565,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,564
1,3,1,3,1,3,1,3,1110,564,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,East,563
0,3,0,3,0,3,0,3,1110,563,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,False,False,False,False,False,False,False,False,East,562
-1,3,-1,3,-1,3,-1,3,1110,562,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,North,561
-1,2,-1,2,-1,2,-1,2,1110,561,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,False,False,False,False,False,False,False,False,North,560
-1,1,-1,1,-1,1,-1,1,1110,560,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,G,E,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,North,559
-5,-2,-5,2,1,2,7,2,0,0,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,G,E,False,False,False,False,False,False,False,False,North,-1
-4,-3,-5,0,2,1,7,1,0,-1,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,False,False,False,False,False,False,False,False,East,-2
-4,-3,-7,0,0,1,5,1,0,-2,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,True,False,False,False,False,False,False,False,North,197
-5,-4,-7,-1,-5,-4,6,0,10,197,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,196
-5,-4,-8,-1,-5,-4,5,0,10,196,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,195
-6,-4,-10,-1,-6,-4,4,0,10,195,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,194
-8,-4,-12,-1,-8,-4,3,0,10,194,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,East,193
-9,-3,-13,-1,-9,-3,1,0,10,193,W,W,W,W,W,E,E,E,E,E,E,E,E,G,E,W,W,W,W,W,W,W,W,W,W,False,False,True,False,False,False,False,False,East,392
-9,-3,-14,0,-9,-3,-9,-3,11,392,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,391
-9,-3,-14,1,-9,-3,-9,-3,11,391,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,390
-8,-2,-12,1,-8,-2,-8,-2,11,390,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,389
-7,-2,-11,0,-7,-2,-7,-2,11,389,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,388
-7,-2,-10,1,-7,-2,-7,-2,11,388,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,387
-6,-2,-10,1,-6,-2,-6,-2,11,387,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,386
-5,-3,-8,1,-5,-3,-5,-3,11,386,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,385
-3,-3,-6,1,-3,-3,-3,-3,11,385,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,South,384
-4,-2,-6,1,-4,-2,-4,-2,11,384,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,383
-4,-1,-7,2,-4,-1,-4,-1,11,383,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,South,382
-4,1,-7,4,-4,1,-4,1,11,382,G,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,False,False,False,False,False,False,False,False,West,381
-3,1,-7,4,-3,1,-3,1,11,381,W,G,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,False,False,False,False,False,False,False,False,North,380
-3,0,-6,3,-3,0,-3,0,11,380,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,379
-2,-1,-5,3,-2,-1,-2,-1,11,379,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,378
-2,1,-6,4,-2,1,-2,1,11,378,G,W,G,W,W,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,E,False,False,False,False,False,False,False,False,West,377
0,1,-5,4,0,1,0,1,11,377,W,G,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,True,False,False,False,False,False,False,False,North,576
-5,2,-5,2,-5,2,-5,2,1011,576,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,575
-4,2,-4,2,-4,2,-4,2,1011,575,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,574
-3,2,-3,2,-3,2,-3,2,1011,574,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,573
-2,2,-2,2,-2,2,-2,2,1011,573,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,G,E,E,E,E,False,False,False,False,False,False,False,False,West,572
0,2,0,2,0,2,0,2,1011,572,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,G,E,E,False,False,False,False,False,False,False,False,West,571
0,2,0,2,0,2,0,2,1011,571,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,G,E,E,False,False,False,False,False,False,False,False,North,570
1,1,1,1,1,1,1,1,1011,570,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,G,E,W,W,E,E,E,False,False,False,False,False,False,False,False,North,569
2,0,2,0,2,0,2,0,1011,569,W,W,E,E,E,W,W,E,W,W,W,W,E,E,G,W,W,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,568
2,0,2,0,2,0,2,0,1011,568,W,E,E,E,E,W,E,W,W,W,W,E,E,E,G,W,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,567
-17,2,-14,0,-14,4,-2,4,0,0,W,W,W,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,False,False,False,False,False,False,False,False,North,-1
-17,1,-14,-1,-15,3,-2,3,0,-1,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,North,-2
-17,1,-14,-2,-15,1,-3,2,0,-2,E,E,E,W,W,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,False,False,False,False,False,False,False,False,North,-3
-17,0,-14,-2,-15,1,-3,0,0,-3,E,E,E,W,W,W,W,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,-4
-16,-1,-13,-2,-13,1,-2,0,0,-4,E,E,E,E,W,W,W,W,E,W,G,E,E,E,W,E,E,E,E,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,-5
-15,-2,-13,-2,-13,1,-1,1,0,-5,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,-6
-15,-2,-12,-3,-13,-1,-1,-1,0,-6,W,W,W,W,E,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,-7
-14,-2,-12,-3,-12,-1,-1,-1,0,-7,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,-8
-14,-2,-13,-2,-11,0,-1,0,0,-8,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,True,False,False,False,False,West,-9
-13,-1,-11,-2,-10,1,-1,0,0,-9,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,True,False,False,False,False,West,-10
-12,-2,-10,-2,-9,1,0,1,0,-10,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,W,W,W,W,W,True,False,False,False,False,False,False,False,North,-11
-12,-3,-11,-3,-9,-1,-1,0,0,-11,W,W,W,W,W,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,True,False,False,False,False,West,-12
-11,-4,-10,-3,-8,0,0,-1,0,-12,W,W,W,W,W,E,E,G,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,True,False,False,False,False,False,False,South,-13
-10,-3,-9,-2,-9,1,1,0,0,-13,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,False,False,True,False,False,False,False,False,East,-14
-11,-3,-11,-2,-10,0,1,0,0,-14,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,E,E,E,E,E,W,W,W,W,W,False,False,True,False,False,False,False,False,East,185
-13,-3,-12,-3,-11,1,-13,-3,1,185,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,184
-13,-4,-12,-4,-12,0,-13,-4,1,184,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,183
-12,-4,-10,-4,-12,0,-12,-4,1,183,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,182
-11,-4,-8,-4,-11,0,-11,-4,1,182,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,181
-10,-4,-7,-3,-10,0,-10,-4,1,181,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,180
-10,-3,-6,-2,-10,1,-10,-3,1,180,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,179
-9,-2,-6,-2,-9,1,-9,-2,1,179,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,178
-8,-2,-5,-3,-7,1,-8,-2,1,178,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,South,177
-8,-1,-4,-2,-8,2,-8,-1,1,177,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,176
-8,-1,-4,-1,-7,3,-8,-1,1,176,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,South,175
-7,0,-4,0,-6,4,-7,0,1,175,G,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,False,False,False,False,False,False,False,False,West,174
-6,1,-3,0,-5,4,-6,1,1,174,W,G,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,E,W,False,False,False,False,False,False,False,False,West,173
-5,0,-1,0,-5,4,-5,0,1,173,E,W,G,W,W,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,W,W,W,W,E,False,False,False,True,False,False,False,False,West,372
-4,0,-4,0,-4,4,-4,0,101,372,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,371
-4,0,-4,0,-2,4,-4,0,101,371,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,370
-3,1,-3,1,0,4,-3,1,101,370,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,369
-3,1,-3,1,0,3,-3,1,101,369,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,368
-4,0,-4,0,-1,2,-4,0,101,368,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,False,False,False,False,False,False,False,False,East,367
-5,1,-5,1,-2,3,-5,1,101,367,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,366
-6,0,-6,0,-4,3,-6,0,101,366,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,False,False,False,False,False,False,False,False,South,365
-6,0,-6,0,-4,4,-6,0,101,365,E,W,G,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,False,False,False,False,False,False,False,False,West,364
-5,0,-5,0,-3,4,-5,0,101,364,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,363
-4,0,-4,0,-2,4,-4,0,101,363,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,362
-2,0,-2,0,0,4,-2,0,101,362,W,G,W,E,W,W,W,W,W,W,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,561
2,4,2,4,2,4,2,4,1101,561,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,North,560
2,3,2,3,2,3,2,3,1101,560,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,559
1,2,1,2,1,2,1,2,1101,559,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,False,False,False,False,False,False,False,False,East,558
0,2,0,2,0,2,0,2,1101,558,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,East,557
-2,2,-2,2,-2,2,-2,2,1101,557,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,G,E,E,E,E,False,False,False,False,False,False,False,False,South,556
-2,4,-2,4,-2,4,-2,4,1101,556,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,555
0,4,0,4,0,4,0,4,1101,555,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,554
0,2,0,2,0,2,0,2,1101,554,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,West,553
1,3,1,3,1,3,1,3,1101,553,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,South,552
1,3,1,3,1,3,1,3,1101,552,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,551
-1,3,-1,3,-1,3,-1,3,1101,551,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,550
0,2,0,2,0,2,0,2,1101,550,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,West,549
1,2,1,2,1,2,1,2,1101,549,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,G,E,False,False,False,False,False,False,False,False,South,548
2,3,2,3,2,3,2,3,1101,548,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,547
1,3,1,3,1,3,1,3,1101,547,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,546
1,3,1,3,1,3,1,3,1101,546,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,545
-1,3,-1,3,-1,3,-1,3,1101,545,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,South,544
-2,4,-2,4,-2,4,-2,4,1101,544,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,543
-2,4,-2,4,-2,4,-2,4,1101,543,G,W,E,W,G,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,542
-1,3,-1,3,-1,3,-1,3,1101,542,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,541
0,2,0,2,0,2,0,2,1101,541,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,South,540
0,4,0,4,0,4,0,4,1101,540,W,G,W,E,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,West,539
1,4,1,4,1,4,1,4,1101,539,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,North,538
1,2,1,2,1,2,1,2,1101,538,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,G,E,False,False,False,False,False,False,False,False,East,537
0,2,0,2,0,2,0,2,1101,537,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,East,536
0,2,0,2,0,2,0,2,1101,536,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,G,E,E,False,False,False,False,False,False,False,False,East,535
-1,3,-1,3,-1,3,-1,3,1101,535,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,East,534
-2,2,-2,2,-2,2,-2,2,1101,534,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,G,E,E,E,E,False,False,False,False,False,False,False,False,South,533
-3,3,-3,3,-3,3,-3,3,1101,533,E,W,G,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,False,False,False,False,False,False,False,False,West,532
-2,3,-2,3,-2,3,-2,3,1101,532,W,E,W,G,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,531
-3,2,-3,2,-3,2,-3,2,1101,531,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,530
-2,2,-2,2,-2,2,-2,2,1101,530,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,G,E,E,E,E,False,False,False,False,False,False,False,False,West,529
-1,2,-1,2,-1,2,-1,2,1101,529,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,E,G,E,E,E,False,False,False,False,False,False,False,False,West,528
0,3,0,3,0,3,0,3,1101,528,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,527
1,3,1,3,1,3,1,3,1101,527,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,South,526
1,4,1,4,1,4,1,4,1101,526,W,G,W,G,W,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,False,False,False,False,False,False,False,False,East,525
-1,4,-1,4,-1,4,-1,4,1101,525,G,W,G,W,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,False,False,False,False,False,False,False,False,North,524
-2,3,-2,3,-2,3,-2,3,1101,524,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,False,False,False,False,False,False,False,False,West,523
0,3,0,3,0,3,0,3,1101,523,W,W,W,W,W,W,E,E,E,E,W,E,E,E,E,W,E,W,W,W,W,E,E,E,E,False,False,False,False,False,False,False,False,West,522
0,3,0,3,0,3,0,3,1101,522,W,W,W,W,W,W,W,E,E,E,W,W,E,E,E,W,W,E,W,W,W,W,E,E,E,False,False,False,False,False,False,False,False,North,521
-7,1,-5,2,7,2,8,1,0,0,E,E,E,E,E,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,False,False,False,False,False,False,False,False,North,-1
-7,0,-4,1,7,0,8,0,0,-1,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,North,-2
-6,-1,-3,0,7,0,8,0,0,-2,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,-3
-4,-1,-2,0,9,0,9,0,0,-3,W,W,W,E,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,-4
-3,0,-1,0,10,-1,9,0,0,-4,W,W,W,W,E,E,E,E,E,E,E,G,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,True,False,False,False,False,West,195
-2,0,-2,0,12,-1,10,-1,100,195,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,West,394
13,-2,13,-2,13,-2,11,0,1100,394,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,False,False,False,False,False,False,False,False,South,393
13,-1,13,-1,13,-1,11,1,1100,393,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,392
12,-1,12,-1,12,-1,11,1,1100,392,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,391
11,-1,11,-1,11,-1,10,1,1100,391,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,390
10,-1,10,-1,10,-1,10,1,1100,390,E,E,E,E,E,W,W,W,E,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,389
9,0,9,0,9,0,9,1,1100,389,E,E,E,E,E,W,W,E,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,388
8,0,8,0,8,0,7,1,1100,388,E,E,E,E,E,W,E,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,387
6,0,6,0,6,0,7,1,1100,387,E,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,386
5,0,5,0,5,0,6,0,1100,386,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,385
5,0,5,0,5,0,4,0,1100,385,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,384
4,0,4,0,4,0,3,1,1100,384,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,383
3,0,3,0,3,0,3,1,1100,383,E,E,E,E,E,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,False,False,False,False,False,False,False,False,East,382
2,1,2,1,2,1,2,1,1100,382,E,E,E,E,E,W,W,W,W,E,E,E,E,E,E,E,E,E,E,G,W,W,W,W,W,False,False,False,False,False,False,False,False,East,381
1,1,1,1,1,1,1,1,1100,381,E,E,E,E,W,W,W,W,E,W,E,E,E,E,W,E,E,E,G,W,W,W,W,W,W,False,False,False,False,False,False,False,False,North,580
