@relation BustersKeyboardAgenttraining-data-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C16-L1

@attribute xPacmanPosition numeric
@attribute yPacmanPosition numeric
@attribute ghostPosition1x numeric
@attribute ghostPosition1y numeric
@attribute ghostPosition2x numeric
@attribute ghostPosition2y numeric
@attribute ghostPosition3x numeric
@attribute ghostPosition3y numeric
@attribute ghostPosition4x numeric
@attribute ghostPosition4y numeric
@attribute distanceGhost1 numeric
@attribute distanceGhost2 numeric
@attribute distanceGhost3 numeric
@attribute distanceGhost4 numeric
@attribute validActions {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute lastAction {Stop,South,North,West,East}
@attribute aliveGhost {1111,1110,1100,1101,1011,1001,1010,1000,111,110,101,100,11,10,1,0}
@attribute score numeric
@attribute minimap1 {W,E,G}
@attribute minimap2 {W,E,G}
@attribute minimap3 {W,E,G}
@attribute minimap4 {W,E,G}
@attribute minimap5 {W,E,G}
@attribute minimap6 {W,E,G}
@attribute minimap7 {W,E,G}
@attribute minimap8 {W,E,G}
@attribute minimap9 {W,E,G}
@attribute minimap10 {W,E,G}
@attribute minimap11 {W,E,G}
@attribute minimap12 {W,E,G}
@attribute minimap13 {W,E,G}
@attribute minimap14 {W,E,G}
@attribute minimap15 {W,E,G}
@attribute minimap16 {W,E,G}
@attribute minimap17 {W,E,G}
@attribute minimap18 {W,E,G}
@attribute minimap19 {W,E,G}
@attribute minimap20 {W,E,G}
@attribute minimap21 {W,E,G}
@attribute minimap22 {W,E,G}
@attribute minimap23 {W,E,G}
@attribute minimap24 {W,E,G}
@attribute minimap25 {W,E,G}
@attribute nearestDot numeric
@attribute action {Stop,South,North,West,East}
@attribute nextScore numeric

@data
2,18,2,17,21,4,5,1,27,14,1,33,1000,29,111,East,10,157,W,E,E,E,E,W,E,G,E,E,W,E,E,E,E,W,W,W,W,W,W,W,W,W,W,6,East,156
3,18,1,17,21,4,5,1,27,14,3,32,1000,27,111,East,10,156,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,5,East,155
4,18,1,16,21,4,5,1,26,14,5,31,1000,26,111,East,10,155,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,W,W,W,W,W,4,South,154
4,17,1,17,22,4,5,1,26,14,3,31,1000,26,1111,South,10,154,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,3,West,153
3,17,2,17,22,4,5,1,26,13,1,32,1000,28,1111,West,10,153,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,W,W,W,W,W,4,West,352
2,17,1,1,22,3,5,1,26,12,1000,34,1000,29,1111,West,1010,352,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,5,West,351
1,17,1,1,21,3,5,1,26,12,1000,34,1000,29,1110,West,1010,351,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,6,West,350
1,17,1,1,22,3,5,1,25,12,1000,35,1000,30,1110,West,1010,350,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,E,E,E,W,W,W,W,W,6,East,349
2,17,1,1,23,3,5,1,26,12,1000,35,1000,29,1111,East,1010,349,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,W,W,W,W,5,East,348
3,17,1,1,24,3,5,1,26,12,1000,35,1000,27,1111,East,1010,348,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,4,East,347
4,17,1,1,24,3,5,1,26,13,1000,34,1000,25,1111,East,1010,347,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,3,East,346
5,17,1,1,24,4,5,1,26,14,1000,32,1000,23,1111,East,1010,346,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,2,East,345
6,17,1,1,24,4,5,1,26,15,1000,31,1000,21,1111,East,1010,345,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,1,East,444
7,17,1,1,24,3,5,1,25,15,1000,31,1000,19,1111,East,1010,444,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,15,East,443
8,17,1,1,25,3,5,1,24,15,1000,31,1000,17,1111,East,1010,443,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,16,East,442
9,17,1,1,24,3,5,1,24,16,1000,29,1000,17,1111,East,1010,442,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,W,W,W,W,W,15,South,441
9,16,1,1,24,3,5,1,25,16,1000,28,1000,17,1111,South,1010,441,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,14,South,440
9,15,1,1,23,3,5,1,25,17,1000,26,1000,18,1111,South,1010,440,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,13,South,439
9,14,1,1,23,3,5,1,25,17,1000,25,1000,20,1111,South,1010,439,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,12,South,438
9,13,1,1,23,3,5,1,25,18,1000,24,1000,22,1111,South,1010,438,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,11,South,437
9,12,1,1,23,3,5,1,26,18,1000,23,1000,24,1111,South,1010,437,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,10,South,436
9,11,1,1,23,4,5,1,27,18,1000,21,1000,26,1111,South,1010,436,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9,South,435
9,10,1,1,23,5,5,1,28,18,1000,19,1000,26,1111,South,1010,435,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,8,South,434
9,9,1,1,24,5,5,1,28,17,1000,19,1000,27,1111,South,1010,434,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,7,South,433
9,8,1,1,24,4,5,1,28,17,1000,19,1000,28,1111,South,1010,433,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,6,South,432
9,7,1,1,25,4,5,1,28,17,1000,19,1000,29,1111,South,1010,432,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,5,East,431
10,7,1,1,25,4,5,1,28,17,1000,18,1000,27,1111,East,1010,431,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,4,East,430
11,7,1,1,26,4,5,1,27,17,1000,18,1000,26,1111,East,1010,430,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,3,East,429
12,7,1,1,25,4,5,1,27,17,1000,16,1000,25,1111,East,1010,429,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,2,East,428
13,7,1,1,25,3,5,1,27,17,1000,16,1000,25,1111,East,1010,428,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,1,East,527
14,7,1,1,26,3,5,1,27,18,1000,16,1000,24,1111,East,1010,527,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,12,East,526
15,7,1,1,26,4,5,1,27,18,1000,14,1000,22,1111,East,1010,526,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,13,East,525
16,7,1,1,27,4,5,1,26,18,1000,14,1000,20,1111,East,1010,525,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,14,East,524
17,7,1,1,27,4,5,1,25,18,1000,13,1000,19,1111,East,1010,524,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,13,East,523
18,7,1,1,27,5,5,1,25,18,1000,11,1000,17,1111,East,1010,523,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,12,East,522
19,7,1,1,27,4,5,1,25,17,1000,11,1000,15,1111,East,1010,522,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,11,East,521
20,7,1,1,27,3,5,1,24,17,1000,11,1000,13,1111,East,1010,521,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,10,East,520
21,7,1,1,26,3,5,1,24,16,1000,9,1000,13,1111,East,1010,520,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9,East,519
22,7,1,1,27,3,5,1,24,17,1000,9,1000,12,1111,East,1010,519,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,8,East,518
23,7,1,1,28,3,5,1,24,17,1000,9,1000,10,1111,East,1010,518,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9,South,517
23,6,1,1,28,3,5,1,23,17,1000,8,1000,11,1111,South,1010,517,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,10,South,516
23,5,1,1,27,3,5,1,23,17,1000,6,1000,11,1111,South,1010,516,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,11,East,515
24,5,1,1,27,3,5,1,23,16,1000,5,1000,11,1111,East,1010,515,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,12,East,514
25,5,1,1,26,3,5,1,23,15,1000,3,1000,11,1111,East,1010,514,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,13,East,513
26,5,1,1,25,3,5,1,24,15,1000,3,1000,11,1111,East,1010,513,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,14,East,512
27,5,1,1,25,3,5,1,25,15,1000,4,1000,13,1111,East,1010,512,G,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,15,South,511
27,4,1,1,26,3,5,1,25,16,1000,2,1000,13,1111,South,1010,511,W,W,W,W,W,E,G,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,16,West,510
26,4,1,1,25,3,5,1,26,16,1000,2,1000,13,1111,West,1010,510,W,W,W,W,W,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,15,West,709
25,4,1,1,3,1,5,1,26,17,1000,1000,1000,14,1111,West,1110,709,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,14,West,708
24,4,1,1,3,1,5,1,26,17,1000,1000,1000,14,1111,West,1110,708,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,13,South,707
24,3,1,1,3,1,5,1,26,16,1000,1000,1000,15,1011,South,1110,707,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,14,South,706
24,3,1,1,3,1,5,1,26,16,1000,1000,1000,14,1011,South,1110,706,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,14,South,705
24,3,1,1,3,1,5,1,25,16,1000,1000,1000,13,1011,South,1110,705,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,14,North,704
24,4,1,1,3,1,5,1,24,16,1000,1000,1000,12,1111,North,1110,704,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,13,North,703
24,5,1,1,3,1,5,1,24,16,1000,1000,1000,12,1111,North,1110,703,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,12,North,702
24,6,1,1,3,1,5,1,24,17,1000,1000,1000,12,1111,North,1110,702,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,11,North,701
24,7,1,1,3,1,5,1,25,17,1000,1000,1000,12,1111,North,1110,701,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,10,North,700
24,8,1,1,3,1,5,1,26,17,1000,1000,1000,11,1111,North,1110,700,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9,North,699
24,9,1,1,3,1,5,1,26,17,1000,1000,1000,11,1111,North,1110,699,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,8,North,698
24,10,1,1,3,1,5,1,27,17,1000,1000,1000,9,1111,North,1110,698,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,7,North,697
24,11,1,1,3,1,5,1,27,16,1000,1000,1000,7,1111,North,1110,697,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,6,North,696
24,12,1,1,3,1,5,1,27,15,1000,1000,1000,7,1111,North,1110,696,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,5,North,695
24,13,1,1,3,1,5,1,27,16,1000,1000,1000,6,1111,North,1110,695,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,4,East,694
25,13,1,1,3,1,5,1,27,16,1000,1000,1000,4,1111,East,1110,694,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,5,East,693
26,13,1,1,3,1,5,1,26,16,1000,1000,1000,2,1111,East,1110,693,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,6,East,692
27,13,1,1,3,1,5,1,26,15,1000,1000,1000,4,1111,East,1110,692,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,E,G,E,E,W,7,North,691
27,14,1,1,3,1,5,1,25,15,1000,1000,1000,2,1111,North,1110,691,E,E,E,E,W,E,E,E,E,W,E,E,E,E,W,G,E,E,E,W,E,E,E,E,W,6,North,690
18,5,10,4,17,7,22,6,27,3,9,3,5,12,1111,East,0,-5,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,9999,East,-6
19,5,10,3,17,8,22,5,28,3,11,5,3,11,1111,East,0,-6,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-7
20,5,11,3,17,7,21,5,28,3,11,5,1,10,1111,East,0,-7,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,9999,East,192
21,5,11,3,16,7,5,1,28,3,12,7,1000,8,1111,East,10,192,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,191
22,5,11,3,17,7,5,1,27,3,13,7,1000,6,1111,East,10,191,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,190
23,5,10,3,17,8,5,1,26,3,15,9,1000,4,1111,East,10,190,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,189
24,5,9,3,17,9,5,1,26,4,17,11,1000,4,1111,East,10,189,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,188
24,4,9,3,18,9,5,1,26,3,16,11,1000,2,1111,South,10,188,W,W,W,W,W,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,187
24,3,10,3,18,10,5,1,26,4,14,13,1000,2,1011,South,10,187,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,9999,East,386
25,3,9,3,18,11,5,1,25,4,16,15,1000,1000,1011,East,11,386,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,9999,East,385
26,3,10,3,17,11,5,1,7,1,16,17,1000,1000,1011,East,11,385,W,W,W,W,W,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,384
26,4,9,3,16,11,5,1,7,1,18,17,1000,1000,1111,North,11,384,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,383
26,5,9,3,15,11,5,1,7,1,19,17,1000,1000,1111,North,11,383,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,382
25,5,10,3,15,12,5,1,7,1,17,17,1000,1000,1111,West,11,382,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,381
24,5,11,3,15,13,5,1,7,1,15,17,1000,1000,1111,West,11,381,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,380
23,5,12,3,16,13,5,1,7,1,13,15,1000,1000,1111,West,11,380,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,379
22,5,12,4,17,13,5,1,7,1,11,13,1000,1000,1111,West,11,379,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,378
21,5,12,4,17,13,5,1,7,1,10,12,1000,1000,1111,West,11,378,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,377
20,5,12,5,17,13,5,1,7,1,8,11,1000,1000,1111,West,11,377,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,376
19,5,11,5,17,14,5,1,7,1,8,11,1000,1000,1111,West,11,376,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,375
18,5,11,5,17,13,5,1,7,1,7,9,1000,1000,1111,West,11,375,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,374
17,5,11,6,17,12,5,1,7,1,7,7,1000,1000,1111,West,11,374,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,373
16,5,10,6,18,12,5,1,7,1,7,9,1000,1000,1111,West,11,373,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,372
15,5,11,6,17,12,5,1,7,1,5,9,1000,1000,1111,West,11,372,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,371
14,5,11,5,16,12,5,1,7,1,3,9,1000,1000,1111,West,11,371,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,370
13,5,11,6,15,12,5,1,7,1,3,9,1000,1000,1111,West,11,370,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,9999,West,369
12,5,11,6,15,13,5,1,7,1,2,11,1000,1000,1111,West,11,369,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,9999,West,368
11,5,10,6,14,13,5,1,7,1,2,11,1000,1000,1111,West,11,368,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,9999,North,367
11,6,10,6,14,12,5,1,7,1,1,9,1000,1000,1111,North,11,367,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,366
11,7,10,5,14,12,5,1,7,1,3,8,1000,1000,1111,North,11,366,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,365
11,8,9,5,15,12,5,1,7,1,5,8,1000,1000,1111,North,11,365,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,364
10,8,9,4,15,13,5,1,7,1,5,10,1000,1000,1111,West,11,364,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,363
10,7,9,4,15,12,5,1,7,1,4,10,1000,1000,1111,South,11,363,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,362
10,6,8,4,15,11,5,1,7,1,4,10,1000,1000,1111,South,11,362,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,361
10,5,7,4,14,11,5,1,7,1,4,10,1000,1000,1111,South,11,361,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,360
10,4,6,4,14,10,5,1,7,1,4,10,1000,1000,1111,South,11,360,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,359
9,4,6,3,13,10,5,1,7,1,4,10,1000,1000,1111,West,11,359,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,358
8,4,6,4,14,10,5,1,7,1,2,12,1000,1000,1111,West,11,358,W,W,W,W,W,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,West,357
7,4,6,5,14,9,5,1,7,1,2,12,1000,1000,1111,West,11,357,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,9999,West,356
6,4,7,5,15,9,5,1,7,1,2,14,1000,1000,1111,West,11,356,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,9999,West,355
5,4,6,5,14,9,5,1,7,1,2,14,1000,1000,1111,West,11,355,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,9999,West,354
4,4,5,5,14,8,5,1,7,1,2,14,1000,1000,1111,West,11,354,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,9999,East,353
5,4,6,5,15,8,5,1,7,1,2,14,1000,1000,1111,East,11,353,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,9999,East,552
6,4,1,1,15,8,5,1,7,1,1000,13,1000,1000,1111,East,1011,552,W,W,W,W,W,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,551
6,5,1,1,14,8,5,1,7,1,1000,11,1000,1000,1111,North,1011,551,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,550
6,6,1,1,14,7,5,1,7,1,1000,9,1000,1000,1111,North,1011,550,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,549
6,7,1,1,14,8,5,1,7,1,1000,9,1000,1000,1111,North,1011,549,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,548
7,7,1,1,14,7,5,1,7,1,1000,7,1000,1000,1111,East,1011,548,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,547
8,7,1,1,13,7,5,1,7,1,1000,5,1000,1000,1111,East,1011,547,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,546
9,7,1,1,13,8,5,1,7,1,1000,5,1000,1000,1111,East,1011,546,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,545
10,7,1,1,13,8,5,1,7,1,1000,4,1000,1000,1111,East,1011,545,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,544
11,7,1,1,13,7,5,1,7,1,1000,2,1000,1000,1111,East,1011,544,E,E,E,E,E,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,9999,East,543
12,7,1,1,13,6,5,1,7,1,1000,2,1000,1000,1111,East,1011,543,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,542
13,7,1,1,14,6,5,1,7,1,1000,2,1000,1000,1111,East,1011,542,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,541
13,8,1,1,13,6,5,1,7,1,1000,2,1000,1000,1111,North,1011,541,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,North,540
13,9,1,1,13,6,5,1,7,1,1000,3,1000,1000,1111,North,1011,540,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,539
13,8,1,1,14,6,5,1,7,1,1000,3,1000,1000,1111,South,1011,539,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,538
13,7,1,1,15,6,5,1,7,1,1000,3,1000,1000,1111,South,1011,538,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,537
13,6,1,1,16,6,5,1,7,1,1000,3,1000,1000,1111,South,1011,537,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,536
13,5,1,1,16,5,5,1,7,1,1000,3,1000,1000,1111,South,1011,536,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,535
14,5,1,1,16,4,5,1,7,1,1000,3,1000,1000,1111,East,1011,535,E,E,E,E,E,E,E,E,E,G,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,534
16,11,2,5,2,16,27,3,28,18,20,19,19,18,1111,East,0,-3,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-4
17,11,2,6,2,17,27,4,28,17,20,21,17,17,1111,East,0,-4,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-5
18,11,1,6,2,16,27,4,28,17,22,21,16,17,1111,East,0,-5,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-6
19,11,1,7,2,17,27,3,28,18,22,23,16,15,1111,East,0,-6,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,East,-7
20,11,2,7,2,18,27,3,27,18,22,25,15,15,1111,East,0,-7,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-8
20,10,3,7,2,17,28,3,28,18,20,25,15,15,1111,South,0,-8,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-9
20,9,3,8,2,16,27,3,28,17,18,25,13,17,1111,South,0,-9,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-10
20,8,2,8,3,16,27,4,28,18,18,25,11,17,1111,South,0,-10,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,E,9999,South,-11
